,,0,h,l,c,,,EMA12,EMA26,DIF,DEA
2014.06.30,22:30,15171,15181,15155,15155,99,,,,,
2014.06.30,23:30,15160,15160,15157,15157,4,,,,,
2014.07.01,0:00,15160,15162,15142,15162,10,,,,,
2014.07.01,1:00,15160,15168,15151,15166,43,,,,,
2014.07.01,2:00,15171,15181,15156,15166,44,,,,,
2014.07.01,3:00,15168,15331,15141,15321,712,,,,,
2014.07.01,4:00,15316,15378,15293,15366,384,,,,,
2014.07.01,5:00,15361,15376,15351,15371,241,,,,,
2014.07.01,6:00,15366,15391,15331,15346,263,,,,,
2014.07.01,7:00,15343,15351,15321,15341,271,,,,,
2014.07.01,8:00,15336,15341,15306,15323,360,,,,,
2014.07.01,9:00,15326,15331,15296,15311,178,,,,,
2014.07.01,10:00,15308,15351,15308,15341,158,,,,,
2014.07.01,11:00,15336,15351,15331,15351,82,,,,,
2014.07.01,12:00,15356,15371,15351,15361,118,,,,,
2014.07.01,13:00,15356,15361,15351,15351,46,,,,,
2014.07.01,14:00,15346,15361,15346,15356,31,,,,,
2014.07.01,15:00,15361,15366,15356,15361,52,,,,,
2014.07.01,16:00,15356,15386,15356,15381,121,,,,,
2014.07.01,17:00,15376,15411,15361,15401,374,,,,,
2014.07.01,18:00,15406,15406,15391,15406,150,,,,,
2014.07.01,19:00,15403,15416,15401,15411,59,,,,,
2014.07.01,20:00,15416,15426,15401,15411,69,,,,,
2014.07.01,21:00,15416,15426,15401,15426,76,,,,,
2014.07.01,22:30,15431,15436,15407,15407,32,,,,,
2014.07.01,23:30,15402,15412,15402,15409,7,,,,,
2014.07.02,0:00,15419,15427,15412,15412,21,,,,,
2014.07.02,1:00,15418,15426,15413,15421,26,,,,,
2014.07.02,2:00,15418,15421,15381,15391,58,,,,,
2014.07.02,3:00,15396,15446,15383,15406,430,,,,,
2014.07.02,4:00,15403,15426,15393,15401,226,,,,,
2014.07.02,5:00,15406,15416,15391,15391,107,,,,,
2014.07.02,6:00,15396,15396,15361,15391,202,,,,,
2014.07.02,7:00,15388,15411,15381,15386,126,,,,,
2014.07.02,8:00,15381,15391,15351,15356,238,,,,,
2014.07.02,9:00,15358,15386,15358,15376,148,,,,,
2014.07.02,10:00,15371,15376,15346,15356,133,,,,,
2014.07.02,11:00,15361,15376,15346,15356,65,,,,,
2014.07.02,12:00,15351,15356,15346,15356,26,,,,,
2014.07.02,13:00,15361,15361,15356,15361,69,,,,,
2014.07.02,14:00,15366,15376,15361,15371,33,,,,,
2014.07.02,15:00,15368,15411,15366,15396,222,,,,,
2014.07.02,16:00,15393,15406,15381,15396,338,,,,,
2014.07.02,17:00,15396,15401,15376,15386,183,,,,,
2014.07.02,18:00,15391,15396,15381,15391,207,,,,,
2014.07.02,19:00,15393,15406,15393,15401,50,,,,,
2014.07.02,20:00,15401,15406,15391,15401,61,,,,,
2014.07.02,21:00,15396,15421,15396,15413,108,,,,,
2014.07.02,22:30,15416,15418,15397,15397,52,,,,,
2014.07.02,23:30,15396,15402,15396,15402,5,,,,,
2014.07.03,0:00,15404,15412,15379,15399,17,,,,,
2014.07.03,1:00,15403,15411,15396,15403,13,,,,,
2014.07.03,2:00,15401,15416,15401,15416,41,,,,,
2014.07.03,3:00,15413,15423,15361,15371,444,,,,,
2014.07.03,4:00,15376,15396,15351,15356,306,,,,,
2014.07.03,5:00,15361,15371,15356,15360,116,,,,,
2014.07.03,6:00,15357,15370,15337,15345,100,,,,,
2014.07.03,7:00,15342,15346,15318,15338,216,,,,,
2014.07.03,8:00,15336,15351,15326,15341,253,,,,,
2014.07.03,9:00,15343,15346,15321,15333,153,,,,,
2014.07.03,10:00,15331,15366,15326,15356,103,,,,,
2014.07.03,11:00,15357,15357,15347,15352,31,,,,,
2014.07.03,12:00,15357,15367,15352,15367,39,,,,,
2014.07.03,13:00,15372,15377,15357,15357,21,,,,,
2014.07.03,14:00,15359,15362,15347,15357,33,,,,,
2014.07.03,15:00,15352,15422,15352,15417,407,,,,,
2014.07.03,16:00,15422,15446,15407,15431,308,,,,,
2014.07.03,17:00,15431,15436,15416,15431,183,,,,,
2014.07.03,18:00,15426,15436,15421,15436,210,,,,,
2014.07.03,19:00,15441,15446,15431,15441,65,,,,,
2014.07.03,20:00,15436,15441,15433,15441,19,,,,,
2014.07.04,0:00,15432,15432,15407,15412,6,,,,,
2014.07.04,1:00,15430,15438,15426,15433,16,,,,,
2014.07.04,2:00,15436,15526,15433,15508,75,,,,,
2014.07.04,3:00,15511,15511,15441,15451,407,,,,,
2014.07.04,4:00,15456,15456,15416,15441,226,,,,,
2014.07.04,5:00,15438,15456,15438,15446,44,,,,,
2014.07.04,6:00,15443,15446,15421,15433,97,,,,,
2014.07.04,7:00,15431,15451,15426,15431,125,,,,,
2014.07.04,8:00,15436,15446,15421,15441,246,,,,,
2014.07.04,9:00,15443,15456,15436,15436,113,,,,,
2014.07.04,10:00,15431,15441,15421,15436,83,,,,,
2014.07.04,11:00,15431,15441,15426,15441,28,,,,,
2014.07.04,12:00,15436,15446,15436,15446,25,,,,,
2014.07.04,13:00,15441,15461,15441,15456,24,,,,,
2014.07.04,14:00,15458,15461,15456,15456,13,,,,,
2014.07.04,15:00,15451,15456,15451,15456,34,,,,,
2014.07.04,16:00,15451,15456,15451,15453,29,,,,,
2014.07.04,17:00,15456,15456,15446,15451,6,,,,,
2014.07.04,18:00,15446,15461,15446,15456,19,,,,,
2014.07.04,19:00,15451,15456,15451,15451,7,,,,,
2014.07.07,0:00,14948,14948,14948,14948,1,,,,,
2014.07.07,1:00,14938,14956,14931,14946,33,,,,,
2014.07.07,2:00,14951,14951,14931,14936,62,,,,,
2014.07.07,3:00,14931,14976,14921,14951,226,,,,,
2014.07.07,4:00,14948,14956,14936,14951,102,,,,,
2014.07.07,5:00,14948,14951,14931,14931,59,,,,,
2014.07.07,6:00,14926,14941,14921,14936,91,,,,,
2014.07.07,7:00,14931,14931,14891,14896,119,,,,,
2014.07.07,8:00,14901,14916,14886,14891,239,,,,,
2014.07.07,9:00,14886,14891,14861,14882,109,,,,,
2014.07.07,10:00,14879,14897,14872,14872,82,,,,,
2014.07.07,11:00,14867,14877,14847,14862,82,,,,,
2014.07.07,12:00,14867,14877,14857,14867,37,,,,,
2014.07.07,13:00,14872,14877,14867,14867,21,,,,,
2014.07.07,14:00,14872,14877,14862,14867,23,,,,,
2014.07.07,15:00,14862,14867,14847,14862,101,,,,,
2014.07.07,16:00,14867,14867,14842,14852,201,,,,,
2014.07.07,17:00,14847,14867,14837,14847,176,,,,,
2014.07.07,18:00,14842,14847,14817,14822,301,,,,,
2014.07.07,19:00,14827,14837,14822,14827,57,,,,,
2014.07.07,20:00,14832,14837,14822,14832,72,,,,,
2014.07.07,21:00,14834,14834,14797,14797,90,,,,,
2014.07.07,22:30,14794,14827,14792,14804,41,,,,,
2014.07.07,23:30,14799,14803,14794,14798,20,,,,,
2014.07.08,0:00,14795,14800,14795,14800,2,,,,,
2014.07.08,1:00,14798,14807,14792,14807,34,,,,,
2014.07.08,2:00,14809,14812,14787,14802,40,,,,,
2014.07.08,3:00,14807,14812,14722,14757,439,,,,,
2014.07.08,4:00,14752,14832,14747,14832,287,,,,,
2014.07.08,5:00,14827,14832,14794,14822,167,,,,,
2014.07.08,6:00,14817,14892,14812,14872,277,,,,,
2014.07.08,7:00,14874,14879,14827,14837,147,,,,,
2014.07.08,8:00,14842,14847,14812,14822,215,,,,,
2014.07.08,9:00,14824,14847,14812,14832,137,,,,,
2014.07.08,10:00,14827,14847,14812,14847,138,,,,,
2014.07.08,11:00,14844,14847,14837,14837,136,,,,,
2014.07.08,12:00,14834,14847,14832,14837,79,,,,,
2014.07.08,13:00,14842,14847,14832,14842,60,,,,,
2014.07.08,14:00,14837,14847,14837,14842,37,,,,,
2014.07.08,15:00,14837,14842,14827,14832,44,,,,,
2014.07.08,16:00,14827,14827,14749,14759,336,,,,,
2014.07.08,17:00,14757,14762,14707,14737,397,,,,,
2014.07.08,18:00,14739,14739,14702,14717,302,,,,,
2014.07.08,19:00,14712,14732,14702,14722,143,,,,,
2014.07.08,20:00,14717,14752,14712,14737,80,,,,,
2014.07.08,21:00,14732,14747,14722,14732,103,,,,,
2014.07.08,22:30,14734,14753,14727,14753,70,,,,,
2014.07.08,23:30,14748,14752,14746,14747,20,,,,,
2014.07.09,0:00,14748,14748,14728,14743,4,,,,,
2014.07.09,1:00,14738,14747,14727,14737,20,,,,,
2014.07.09,2:00,14734,14737,14687,14697,67,,,,,
2014.07.09,3:00,14699,14767,14682,14747,506,,,,,
2014.07.09,4:00,14744,14787,14737,14772,222,,,,,
2014.07.09,5:00,14767,14797,14749,14782,226,,,,,
2014.07.09,6:00,14784,14787,14742,14757,153,,,,,
2014.07.09,7:00,14762,14762,14722,14752,261,,,,,
2014.07.09,8:00,14749,14802,14742,14797,263,,,,,
2014.07.09,9:00,14799,14807,14787,14792,139,,,,,
2014.07.09,10:00,14787,14812,14782,14782,101,,,,,
2014.07.09,11:00,14787,14797,14782,14787,52,,,,,
2014.07.09,12:00,14782,14802,14767,14787,55,,,,,
2014.07.09,13:00,14782,14792,14772,14777,52,,,,,
2014.07.09,14:00,14782,14832,14779,14827,49,,,,,
2014.07.09,15:00,14829,14842,14822,14827,51,,,,,
2014.07.09,16:00,14832,14847,14812,14817,198,,,,,
2014.07.09,17:00,14819,14847,14817,14842,249,,,,,
2014.07.09,18:00,14839,14847,14827,14837,148,,,,,
2014.07.09,19:00,14842,14847,14837,14842,121,,,,,
2014.07.09,20:00,14847,14852,14837,14837,58,,,,,
2014.07.09,21:00,14837,14867,14822,14857,363,,,,,
2014.07.09,22:30,14859,14862,14847,14852,78,,,,,
2014.07.09,23:30,14852,14867,14852,14867,25,,,,,
2014.07.10,0:00,14867,14867,14862,14862,2,,,,,
2014.07.10,1:00,14867,14872,14852,14857,77,,,,,
2014.07.10,2:00,14854,14867,14812,14814,71,,,,,
2014.07.10,3:00,14817,14829,14767,14802,239,,,,,
2014.07.10,4:00,14804,14807,14777,14787,137,,,,,
2014.07.10,5:00,14782,14782,14752,14777,141,,,,,
2014.07.10,6:00,14772,14797,14762,14784,120,,,,,
2014.07.10,7:00,14782,14787,14767,14772,79,,,,,
2014.07.10,8:00,14777,14777,14722,14722,260,,,,,
2014.07.10,9:00,14724,14757,14712,14752,189,,,,,
2014.07.10,10:00,14754,14754,14713,14728,165,,,,,
2014.07.10,11:00,14723,14728,14612,14617,326,,,,,
2014.07.10,12:00,14612,14642,14582,14585,396,,,,,
2014.07.10,13:00,14589,14589,14528,14543,204,,,,,
2014.07.10,14:00,14543,14573,14529,14568,151,,,,,
2014.07.10,15:00,14573,14578,14518,14518,153,,,,,
2014.07.10,16:00,14513,14568,14503,14548,437,,,,,
2014.07.10,17:00,14550,14603,14538,14598,329,,,,,
2014.07.10,18:00,14603,14608,14578,14588,168,,,,,
2014.07.10,19:00,14585,14640,14578,14628,127,,,,,
2014.07.10,20:00,14633,14663,14628,14628,127,,,,,
2014.07.10,21:00,14633,14638,14553,14595,179,,,,,
2014.07.10,22:30,14593,14618,14588,14612,86,,,,,
2014.07.10,23:30,14613,14613,14598,14598,12,,,,,
2014.07.11,0:00,14603,14613,14593,14608,7,,,,,
2014.07.11,1:00,14610,14610,14598,14608,81,,,,,
2014.07.11,2:00,14603,14613,14573,14603,120,,,,,
2014.07.11,3:00,14595,14678,14588,14668,454,,,,,
2014.07.11,4:00,14670,14708,14663,14668,192,,,,,
2014.07.11,5:00,14670,14698,14663,14688,131,,,,,
2014.07.11,6:00,14683,14688,14628,14633,124,,,,,
2014.07.11,7:00,14628,14653,14608,14638,203,,,,,
2014.07.11,8:00,14633,14680,14628,14663,163,,,,,
2014.07.11,9:00,14668,14693,14653,14668,154,,,,,
2014.07.11,10:00,14663,14718,14663,14708,106,,,,,
2014.07.11,11:00,14713,14723,14702,14707,177,,,,,
2014.07.11,12:00,14709,14712,14677,14687,112,,,,,
2014.07.11,13:00,14682,14697,14667,14677,71,,,,,
2014.07.11,14:00,14682,14697,14677,14687,60,,,,,
2014.07.11,15:00,14684,14687,14665,14670,57,,,,,
2014.07.11,16:00,14675,14695,14620,14634,300,,,,,
2014.07.11,17:00,14636,14669,14629,14648,226,,,,,
2014.07.11,18:00,14643,14663,14633,14653,190,,,,,
2014.07.11,19:00,14648,14663,14648,14663,126,,,,,
2014.07.11,20:00,14665,14683,14665,14673,52,,,,,
2014.07.11,21:00,14678,14678,14673,14678,7,,,,,
2014.07.13,23:00,14673,14673,14673,14673,1,,,,,
2014.07.14,0:00,14681,14681,14681,14681,1,,,,,
2014.07.14,1:00,14686,14710,14686,14698,42,,,,,
2014.07.14,2:00,14703,14740,14698,14703,52,,,,,
2014.07.14,3:00,14700,14725,14673,14698,283,,,,,
2014.07.14,4:00,14695,14723,14693,14723,115,,,,,
2014.07.14,5:00,14718,14723,14710,14718,29,,,,,
2014.07.14,6:00,14713,14723,14710,14713,57,,,,,
2014.07.14,7:00,14718,14813,14718,14803,141,,,,,
2014.07.14,8:00,14800,14828,14788,14803,248,,,,,
2014.07.14,9:00,14800,14818,14795,14803,155,,,,,
2014.07.14,10:00,14808,14848,14808,14843,114,,,,,
2014.07.14,11:00,14848,14868,14843,14858,81,,,,,
2014.07.14,12:00,14863,14863,14843,14848,53,,,,,
2014.07.14,13:00,14843,14853,14843,14848,38,,,,,
2014.07.14,14:00,14853,14863,14848,14853,37,,,,,
2014.07.14,15:00,14855,14878,14853,14873,48,,,,,
2014.07.14,16:00,14878,14883,14858,14868,213,,,,,
2014.07.14,17:00,14873,14883,14863,14868,167,,,,,
2014.07.14,18:00,14873,14878,14868,14868,72,,,,,
2014.07.14,19:00,14870,14873,14863,14868,44,,,,,
2014.07.14,20:00,14863,14878,14863,14873,46,,,,,
2014.07.14,21:00,14870,14888,14870,14878,107,,,,,
2014.07.14,22:30,14873,14878,14838,14843,40,,,,,
2014.07.14,23:30,14843,14843,14843,14843,20,,,,,
2014.07.15,0:00,14843,14848,14843,14848,2,,,,,
2014.07.15,1:00,14843,14853,14843,14845,6,,,,,
2014.07.15,2:00,14843,14858,14838,14853,109,,,,,
2014.07.15,3:00,14868,14943,14843,14933,385,,,,,
2014.07.15,4:00,14938,14938,14908,14913,231,,,,,
2014.07.15,5:00,14918,14923,14903,14913,58,,,,,
2014.07.15,6:00,14915,14938,14863,14888,216,,,,,
2014.07.15,7:00,14895,14923,14893,14908,75,,,,,
2014.07.15,8:00,14910,14918,14878,14888,173,,,,,
2014.07.15,9:00,14893,14903,14883,14898,123,,,,,
2014.07.15,10:00,14893,14918,14893,14903,201,,,,,
2014.07.15,11:00,14905,14908,14888,14898,152,,,,,
2014.07.15,12:00,14893,14895,14853,14873,121,,,,,
2014.07.15,13:00,14878,14878,14858,14873,98,,,,,
2014.07.15,14:00,14878,14898,14878,14883,99,,,,,
2014.07.15,15:00,14888,14913,14883,14913,141,,,,,
2014.07.15,16:00,14908,14913,14872,14887,195,,,,,
2014.07.15,17:00,14884,14892,14852,14862,528,,,,,
2014.07.15,18:00,14864,14882,14842,14848,411,,,,,
2014.07.15,19:00,14843,14875,14825,14860,255,,,,,
2014.07.15,20:00,14860,14887,14855,14867,199,,,,,
2014.07.15,21:00,14865,14915,14865,14905,184,,,,,
2014.07.15,22:30,14902,14910,14880,14890,84,,,,,
2014.07.15,23:30,14893,14903,14893,14900,6,,,,,
2014.07.16,0:00,14895,14903,14886,14890,12,,,,,
2014.07.16,1:00,14901,14904,14882,14897,22,,,,,
2014.07.16,2:00,14892,14892,14857,14862,68,,,,,
2014.07.16,3:00,14867,14912,14852,14907,335,,,,,
2014.07.16,4:00,14902,14922,14887,14892,158,,,,,
2014.07.16,5:00,14899,14907,14877,14882,152,,,,,
2014.07.16,6:00,14877,14902,14877,14892,124,,,,,
2014.07.16,7:00,14894,14907,14887,14902,114,,,,,
2014.07.16,8:00,14899,14907,14877,14882,146,,,,,
2014.07.16,9:00,14879,14897,14872,14882,153,,,,,
2014.07.16,10:00,14887,14902,14884,14892,91,,,,,
2014.07.16,11:00,14897,14912,14892,14907,235,,,,,
2014.07.16,12:00,14909,14922,14907,14922,59,,,,,
2014.07.16,13:00,14917,14927,14917,14927,66,,,,,
2014.07.16,14:00,14932,14962,14927,14957,70,,,,,
2014.07.16,15:00,14962,14972,14952,14957,121,,,,,
2014.07.16,16:00,14952,14962,14927,14937,251,,,,,
2014.07.16,17:00,14939,14954,14907,14912,350,,,,,
2014.07.16,18:00,14907,14937,14907,14929,128,,,,,
2014.07.16,19:00,14927,14949,14927,14947,93,,,,,
2014.07.16,20:00,14942,14952,14942,14947,66,,,,,
2014.07.16,21:00,14944,14967,14942,14952,73,,,,,
2014.07.16,22:30,14954,14957,14937,14942,56,,,,,
2014.07.16,23:30,14944,14947,14937,14937,6,,,,,
2014.07.17,0:00,14932,14932,14927,14927,2,,,,,
2014.07.17,1:00,14924,14924,14912,14912,21,,,,,
2014.07.17,2:00,14914,14927,14902,14927,51,,,,,
2014.07.17,3:00,14922,14964,14917,14947,220,,,,,
2014.07.17,4:00,14949,14949,14912,14922,237,,,,,
2014.07.17,5:00,14924,14927,14912,14912,136,,,,,
2014.07.17,6:00,14909,14912,14877,14902,202,,,,,
2014.07.17,7:00,14899,14907,14852,14867,269,,,,,
2014.07.17,8:00,14862,14877,14847,14867,241,,,,,
2014.07.17,9:00,14869,14878,14862,14872,98,,,,,
2014.07.17,10:00,14867,14887,14827,14887,103,,,,,
2014.07.17,11:00,14892,14897,14872,14877,142,,,,,
2014.07.17,12:00,14882,14887,14852,14862,102,,,,,
2014.07.17,13:00,14859,14862,14817,14822,144,,,,,
2014.07.17,14:00,14817,14852,14812,14837,173,,,,,
2014.07.17,15:00,14842,14867,14837,14857,124,,,,,
2014.07.17,16:00,14862,14897,14852,14892,262,,,,,
2014.07.17,17:00,14897,14907,14882,14887,460,,,,,
2014.07.17,18:00,14884,14887,14807,14817,805,,,,,
2014.07.17,19:00,14822,14837,14787,14832,369,,,,,
2014.07.17,20:00,14834,14852,14797,14812,102,,,,,
2014.07.17,21:00,14809,14809,14717,14722,416,,,,,
2014.07.17,22:30,14717,14757,14694,14738,193,,,,,
2014.07.17,23:30,14742,14742,14702,14707,42,,,,,
2014.07.18,0:00,14713,14728,14713,14718,10,,,,,
2014.07.18,1:00,14730,14730,14662,14684,119,,,,,
2014.07.18,2:00,14682,14697,14667,14679,180,,,,,
2014.07.18,3:00,14677,14682,14602,14652,721,,,,,
2014.07.18,4:00,14657,14667,14637,14662,286,,,,,
2014.07.18,5:00,14659,14722,14654,14717,182,,,,,
2014.07.18,6:00,14719,14719,14677,14682,126,,,,,
2014.07.18,7:00,14684,14702,14672,14682,116,,,,,
2014.07.18,8:00,14679,14712,14672,14707,193,,,,,
2014.07.18,9:00,14712,14722,14692,14722,154,,,,,
2014.07.18,10:00,14719,14772,14697,14757,251,,,,,
2014.07.18,11:00,14762,14762,14732,14747,130,,,,,
2014.07.18,12:00,14752,14757,14737,14747,119,,,,,
2014.07.18,13:00,14742,14777,14742,14772,111,,,,,
2014.07.18,14:00,14777,14782,14757,14762,133,,,,,
2014.07.18,15:00,14759,14772,14757,14757,121,,,,,
2014.07.18,16:00,14759,14792,14759,14777,353,,,,,
2014.07.18,17:00,14782,14792,14762,14792,389,,,,,
2014.07.18,18:00,14794,14832,14792,14827,188,,,,,
2014.07.18,19:00,14824,14837,14817,14837,40,,,,,
2014.07.18,20:00,14832,14832,14802,14817,132,,,,,
2014.07.18,21:00,14814,14827,14812,14827,9,,,,,
2014.07.20,23:00,14830,14830,14830,14830,1,,,,,
2014.07.21,0:00,14817,14834,14817,14829,6,,,,,
2014.07.21,1:00,14834,14834,14808,14833,43,,,,,
2014.07.21,2:00,14830,14873,14818,14868,71,,,,,
2014.07.21,3:00,14865,14865,14838,14838,50,,,,,
2014.07.21,4:00,14833,14838,14823,14823,24,,,,,
2014.07.21,5:00,14818,14823,14818,14823,2,,,,,
2014.07.21,6:00,14825,14828,14818,14818,20,,,,,
2014.07.21,7:00,14815,14818,14813,14815,9,,,,,
2014.07.21,8:00,14813,14813,14793,14803,28,,,,,
2014.07.21,9:00,14805,14818,14803,14808,84,,,,,
2014.07.21,10:00,14803,14813,14763,14768,215,,,,,
2014.07.21,11:00,14765,14778,14748,14770,137,,,,,
2014.07.21,12:00,14773,14818,14768,14803,99,,,,,
2014.07.21,13:00,14798,14798,14768,14768,44,,,,,
2014.07.21,14:00,14770,14783,14753,14755,91,,,,,
2014.07.21,15:00,14758,14763,14743,14758,93,,,,,
2014.07.21,16:00,14753,14758,14723,14753,230,,,,,
2014.07.21,17:00,14750,14753,14688,14703,318,,,,,
2014.07.21,18:00,14698,14745,14693,14743,187,,,,,
2014.07.21,19:00,14745,14748,14728,14734,118,,,,,
2014.07.21,20:00,14733,14788,14733,14783,75,,,,,
2014.07.21,21:00,14788,14798,14768,14798,84,,,,,
2014.07.21,22:30,14793,14798,14764,14764,35,,,,,
2014.07.21,23:30,14768,14768,14758,14758,11,,,,,
2014.07.22,0:00,14759,14782,14757,14767,11,,,,,
2014.07.22,1:00,14759,14773,14759,14763,23,,,,,
2014.07.22,2:00,14765,14783,14753,14780,108,,,,,
2014.07.22,3:00,14778,14833,14778,14815,334,,,,,
2014.07.22,4:00,14818,14883,14813,14868,158,,,,,
2014.07.22,5:00,14863,14878,14853,14863,112,,,,,
2014.07.22,6:00,14865,14893,14855,14868,186,,,,,
2014.07.22,7:00,14865,14878,14858,14868,119,,,,,
2014.07.22,8:00,14865,14878,14825,14838,218,,,,,
2014.07.22,9:00,14843,14853,14788,14818,176,,,,,
2014.07.22,10:00,14813,14838,14798,14823,170,,,,,
2014.07.22,11:00,14825,14848,14808,14843,129,,,,,
2014.07.22,12:00,14845,14868,14843,14858,144,,,,,
2014.07.22,13:00,14860,14863,14848,14853,49,,,,,
2014.07.22,14:00,14858,14873,14848,14858,64,,,,,
2014.07.22,15:00,14853,14883,14853,14853,171,,,,,
2014.07.22,16:00,14848,14873,14843,14863,381,,,,,
2014.07.22,17:00,14868,14888,14863,14873,364,,,,,
2014.07.22,18:00,14878,14893,14873,14883,203,,,,,
2014.07.22,19:00,14888,14888,14878,14883,24,,,,,
2014.07.22,20:00,14888,14888,14883,14888,59,,,,,
2014.07.22,21:00,14883,14893,14868,14873,89,,,,,
2014.07.22,22:30,14878,14878,14848,14848,118,,,,,
2014.07.22,23:30,14848,14848,14833,14833,36,,,,,
2014.07.23,0:00,14827,14837,14824,14834,7,,,,,
2014.07.23,1:00,14837,14858,14828,14848,27,,,,,
2014.07.23,2:00,14853,14863,14853,14853,36,,,,,
2014.07.23,3:00,14858,14878,14838,14858,224,,,,,
2014.07.23,4:00,14853,14863,14838,14850,155,,,,,
2014.07.23,5:00,14848,14858,14838,14853,150,,,,,
2014.07.23,6:00,14850,14853,14828,14833,102,,,,,
2014.07.23,7:00,14828,14848,14823,14833,123,,,,,
2014.07.23,8:00,14828,14838,14813,14823,92,,,,,
2014.07.23,9:00,14825,14843,14818,14833,130,,,,,
2014.07.23,10:00,14830,14853,14828,14838,101,,,,,
2014.07.23,11:00,14835,14843,14828,14833,58,,,,,
2014.07.23,12:00,14828,14833,14828,14828,17,,,,,
2014.07.23,13:00,14840,14853,14838,14843,65,,,,,
2014.07.23,14:00,14838,14848,14838,14843,72,,,,,
2014.07.23,15:00,14838,14848,14838,14843,54,,,,,
2014.07.23,16:00,14845,14853,14818,14833,265,,,,,
2014.07.23,17:00,14828,14868,14823,14858,284,,,,,
2014.07.23,18:00,14853,14863,14853,14858,147,,,,,
2014.07.23,19:00,14860,14860,14833,14848,124,,,,,
2014.07.23,20:00,14843,14858,14843,14853,75,,,,,
2014.07.23,21:00,14858,14868,14848,14868,46,,,,,
2014.07.23,22:30,14873,14878,14848,14853,59,,,,,
2014.07.23,23:30,14858,14858,14848,14848,9,,,,,
2014.07.24,0:00,14847,14847,14829,14834,3,,,,,
2014.07.24,1:00,14842,14873,14842,14865,38,,,,,
2014.07.24,2:00,14868,14868,14843,14848,49,,,,,
2014.07.24,3:00,14843,14868,14833,14863,154,,,,,
2014.07.24,4:00,14858,14888,14843,14853,258,,,,,
2014.07.24,5:00,14848,14863,14833,14843,153,,,,,
2014.07.24,6:00,14845,14848,14803,14808,133,,,,,
2014.07.24,7:00,14805,14813,14730,14753,250,,,,,
2014.07.24,8:00,14758,14793,14750,14778,230,,,,,
2014.07.24,9:00,14783,14813,14778,14798,82,,,,,
2014.07.24,10:00,14803,14803,14763,14788,177,,,,,
2014.07.24,11:00,14793,14838,14793,14828,130,,,,,
2014.07.24,12:00,14833,14843,14818,14823,78,,,,,
2014.07.24,13:00,14828,14843,14818,14838,60,,,,,
2014.07.24,14:00,14840,14858,14838,14848,64,,,,,
2014.07.24,15:00,14853,14868,14848,14863,102,,,,,
2014.07.24,16:00,14860,14868,14848,14853,268,,,,,
2014.07.24,17:00,14840,14858,14833,14853,299,,,,,
2014.07.24,18:00,14848,14873,14848,14863,117,,,,,
2014.07.24,19:00,14865,14868,14858,14858,39,,,,,
2014.07.24,20:00,14863,14863,14848,14858,103,,,,,
2014.07.24,21:00,14855,14863,14843,14843,98,,,,,
2014.07.24,22:30,14845,14850,14834,14834,27,,,,,
2014.07.24,23:30,14828,14828,14813,14828,8,,,,,
2014.07.25,0:00,14829,14834,14829,14834,2,,,,,
2014.07.25,1:00,14836,14840,14833,14833,12,,,,,
2014.07.25,2:00,14828,14863,14823,14858,58,,,,,
2014.07.25,3:00,14853,14888,14843,14873,262,,,,,
2014.07.25,4:00,14870,14878,14863,14878,103,,,,,
2014.07.25,5:00,14875,14880,14858,14873,109,,,,,
2014.07.25,6:00,14868,14878,14863,14873,76,,,,,
2014.07.25,7:00,14875,14878,14870,14875,44,,,,,
2014.07.25,8:00,14878,14963,14873,14950,399,,,,,
2014.07.25,9:00,14953,14988,14943,14958,189,,,,,
2014.07.25,10:00,14953,14983,14943,14983,96,,,,,
2014.07.25,11:00,14978,15043,14970,15023,228,,,,,
2014.07.25,12:00,15028,15028,15003,15013,118,,,,,
2014.07.25,13:00,15008,15013,14983,14988,97,,,,,
2014.07.25,14:00,14985,15027,14983,15022,159,,,,,
2014.07.25,15:00,15019,15022,15002,15007,192,,,,,
2014.07.25,16:00,15002,15003,14968,14978,325,,,,,
2014.07.25,17:00,14980,14984,14949,14954,195,,,,,
2014.07.25,18:00,14949,14954,14904,14934,244,,,,,
2014.07.25,19:00,14936,14969,14936,14969,53,,,,,
2014.07.25,20:00,14964,14969,14919,14924,144,,,,,
2014.07.25,21:00,14919,14939,14919,14934,32,,,,,
2014.07.28,0:00,14933,14933,14928,14928,2,,,,,
2014.07.28,1:00,14919,14944,14909,14919,39,,,,,
2014.07.28,2:00,14921,14929,14914,14926,76,,,,,
